Object,State,Time,Utilization
TaskExecuter1,Processing,0.000000,0.916115
TaskExecuter1,Busy,0.000000,0.916115
TaskExecuter1,Generating,0.000000,0.916115
TaskExecuter1,Collecting,0.000000,0.916115
TaskExecuter1,Releasing,0.000000,0.916115
TaskExecuter1,Parking,290.000000,0.916115
TaskExecuter1,Conveying,0.000000,0.916115
TaskExecuter1,Travel empty,95152.018489,0.916115
TaskExecuter1,Travel loaded,206114.528092,0.916115
TaskExecuter1,Offset travel empty,0.000000,0.916115
TaskExecuter1,Offset travel loaded,0.000000,0.916115
TaskExecuter1,Loading,126260.000000,0.916115
TaskExecuter1,Unloading,126250.000000,0.916115
TaskExecuter1,Setup,0.000000,0.916115
TaskExecuter1,Utilize,0.000000,0.916115
TaskExecuter1,Full,0.000000,0.916115
TaskExecuter1,Not empty,0.000000,0.916115
TaskExecuter1,Filling,0.000000,0.916115
TaskExecuter1,Mixing,0.000000,0.916115
TaskExecuter1,Flowing,0.000000,0.916115
TaskExecuter1,Allocated idle,0.000000,0.916115
TaskExecuter1,Change over,0.000000,0.916115
TaskExecuter1,Preprocessing,0.000000,0.916115
TaskExecuter1,Postprocessing,0.000000,0.916115
TaskExecuter1,Inspecting,0.000000,0.916115
TaskExecuter1,Operating,0.000000,0.916115
TaskExecuter1,Purging,0.000000,0.916115
TaskExecuter1,Cleaning,0.000000,0.916115
TaskExecuter1,Accelerating,0.000000,0.916115
TaskExecuter1,Maxspeed,0.000000,0.916115
TaskExecuter1,Decelerating,0.000000,0.916115
TaskExecuter1,Accumulating,0.000000,0.916115
TaskExecuter1,Idle,17634.957523,0.916115
TaskExecuter1,Blocked,33098.495896,0.916115
TaskExecuter1,Empty,0.000000,0.916115
TaskExecuter1,Waiting for transporter,0.000000,0.916115
TaskExecuter1,Breakdown,0.000000,0.916115
TaskExecuter1,Down,0.000000,0.916115
TaskExecuter1,Starved,0.000000,0.916115
TaskExecuter1,Repair,0.000000,0.916115
TaskExecuter1,Maintenance,0.000000,0.916115
TaskExecuter1,Lunch,0.000000,0.916115
TaskExecuter1,On break,0.000000,0.916115
TaskExecuter1,Suspend,0.000000,0.916115
TaskExecuter1,Available,0.000000,0.916115
TaskExecuter1,Standby,0.000000,0.916115
TaskExecuter1,Stopped,0.000000,0.916115
TaskExecuter1,Waiting,0.000000,0.916115
TaskExecuter2,Processing,0.000000,0.914539
TaskExecuter2,Busy,0.000000,0.914539
TaskExecuter2,Generating,0.000000,0.914539
TaskExecuter2,Collecting,0.000000,0.914539
TaskExecuter2,Releasing,0.000000,0.914539
TaskExecuter2,Parking,110.000000,0.914539
TaskExecuter2,Conveying,0.000000,0.914539
TaskExecuter2,Travel empty,95084.778076,0.914539
TaskExecuter2,Travel loaded,205098.503767,0.914539
TaskExecuter2,Offset travel empty,0.000000,0.914539
TaskExecuter2,Offset travel loaded,0.000000,0.914539
TaskExecuter2,Loading,126410.000000,0.914539
TaskExecuter2,Unloading,126410.000000,0.914539
TaskExecuter2,Setup,0.000000,0.914539
TaskExecuter2,Utilize,0.000000,0.914539
TaskExecuter2,Full,0.000000,0.914539
TaskExecuter2,Not empty,0.000000,0.914539
TaskExecuter2,Filling,0.000000,0.914539
TaskExecuter2,Mixing,0.000000,0.914539
TaskExecuter2,Flowing,0.000000,0.914539
TaskExecuter2,Allocated idle,0.000000,0.914539
TaskExecuter2,Change over,0.000000,0.914539
TaskExecuter2,Preprocessing,0.000000,0.914539
TaskExecuter2,Postprocessing,0.000000,0.914539
TaskExecuter2,Inspecting,0.000000,0.914539
TaskExecuter2,Operating,0.000000,0.914539
TaskExecuter2,Purging,0.000000,0.914539
TaskExecuter2,Cleaning,0.000000,0.914539
TaskExecuter2,Accelerating,0.000000,0.914539
TaskExecuter2,Maxspeed,0.000000,0.914539
TaskExecuter2,Decelerating,0.000000,0.914539
TaskExecuter2,Accumulating,0.000000,0.914539
TaskExecuter2,Idle,17190.110944,0.914539
TaskExecuter2,Blocked,34496.607213,0.914539
TaskExecuter2,Empty,0.000000,0.914539
TaskExecuter2,Waiting for transporter,0.000000,0.914539
TaskExecuter2,Breakdown,0.000000,0.914539
TaskExecuter2,Down,0.000000,0.914539
TaskExecuter2,Starved,0.000000,0.914539
TaskExecuter2,Repair,0.000000,0.914539
TaskExecuter2,Maintenance,0.000000,0.914539
TaskExecuter2,Lunch,0.000000,0.914539
TaskExecuter2,On break,0.000000,0.914539
TaskExecuter2,Suspend,0.000000,0.914539
TaskExecuter2,Available,0.000000,0.914539
TaskExecuter2,Standby,0.000000,0.914539
TaskExecuter2,Stopped,0.000000,0.914539
TaskExecuter2,Waiting,0.000000,0.914539
TaskExecuter3,Processing,0.000000,0.914108
TaskExecuter3,Busy,0.000000,0.914108
TaskExecuter3,Generating,0.000000,0.914108
TaskExecuter3,Collecting,0.000000,0.914108
TaskExecuter3,Releasing,0.000000,0.914108
TaskExecuter3,Parking,290.000000,0.914108
TaskExecuter3,Conveying,0.000000,0.914108
TaskExecuter3,Travel empty,96154.158841,0.914108
TaskExecuter3,Travel loaded,203781.073371,0.914108
TaskExecuter3,Offset travel empty,0.000000,0.914108
TaskExecuter3,Offset travel loaded,0.000000,0.914108
TaskExecuter3,Loading,126330.000000,0.914108
TaskExecuter3,Unloading,126297.217020,0.914108
TaskExecuter3,Setup,0.000000,0.914108
TaskExecuter3,Utilize,0.000000,0.914108
TaskExecuter3,Full,0.000000,0.914108
TaskExecuter3,Not empty,0.000000,0.914108
TaskExecuter3,Filling,0.000000,0.914108
TaskExecuter3,Mixing,0.000000,0.914108
TaskExecuter3,Flowing,0.000000,0.914108
TaskExecuter3,Allocated idle,0.000000,0.914108
TaskExecuter3,Change over,0.000000,0.914108
TaskExecuter3,Preprocessing,0.000000,0.914108
TaskExecuter3,Postprocessing,0.000000,0.914108
TaskExecuter3,Inspecting,0.000000,0.914108
TaskExecuter3,Operating,0.000000,0.914108
TaskExecuter3,Purging,0.000000,0.914108
TaskExecuter3,Cleaning,0.000000,0.914108
TaskExecuter3,Accelerating,0.000000,0.914108
TaskExecuter3,Maxspeed,0.000000,0.914108
TaskExecuter3,Decelerating,0.000000,0.914108
TaskExecuter3,Accumulating,0.000000,0.914108
TaskExecuter3,Idle,17764.407087,0.914108
TaskExecuter3,Blocked,34183.143681,0.914108
TaskExecuter3,Empty,0.000000,0.914108
TaskExecuter3,Waiting for transporter,0.000000,0.914108
TaskExecuter3,Breakdown,0.000000,0.914108
TaskExecuter3,Down,0.000000,0.914108
TaskExecuter3,Starved,0.000000,0.914108
TaskExecuter3,Repair,0.000000,0.914108
TaskExecuter3,Maintenance,0.000000,0.914108
TaskExecuter3,Lunch,0.000000,0.914108
TaskExecuter3,On break,0.000000,0.914108
TaskExecuter3,Suspend,0.000000,0.914108
TaskExecuter3,Available,0.000000,0.914108
TaskExecuter3,Standby,0.000000,0.914108
TaskExecuter3,Stopped,0.000000,0.914108
TaskExecuter3,Waiting,0.000000,0.914108
TaskExecuter4,Processing,0.000000,0.916769
TaskExecuter4,Busy,0.000000,0.916769
TaskExecuter4,Generating,0.000000,0.916769
TaskExecuter4,Collecting,0.000000,0.916769
TaskExecuter4,Releasing,0.000000,0.916769
TaskExecuter4,Parking,180.000000,0.916769
TaskExecuter4,Conveying,0.000000,0.916769
TaskExecuter4,Travel empty,95451.729423,0.916769
TaskExecuter4,Travel loaded,205568.816085,0.916769
TaskExecuter4,Offset travel empty,0.000000,0.916769
TaskExecuter4,Offset travel loaded,0.000000,0.916769
TaskExecuter4,Loading,126641.305568,0.916769
TaskExecuter4,Unloading,126620.000000,0.916769
TaskExecuter4,Setup,0.000000,0.916769
TaskExecuter4,Utilize,0.000000,0.916769
TaskExecuter4,Full,0.000000,0.916769
TaskExecuter4,Not empty,0.000000,0.916769
TaskExecuter4,Filling,0.000000,0.916769
TaskExecuter4,Mixing,0.000000,0.916769
TaskExecuter4,Flowing,0.000000,0.916769
TaskExecuter4,Allocated idle,0.000000,0.916769
TaskExecuter4,Change over,0.000000,0.916769
TaskExecuter4,Preprocessing,0.000000,0.916769
TaskExecuter4,Postprocessing,0.000000,0.916769
TaskExecuter4,Inspecting,0.000000,0.916769
TaskExecuter4,Operating,0.000000,0.916769
TaskExecuter4,Purging,0.000000,0.916769
TaskExecuter4,Cleaning,0.000000,0.916769
TaskExecuter4,Accelerating,0.000000,0.916769
TaskExecuter4,Maxspeed,0.000000,0.916769
TaskExecuter4,Decelerating,0.000000,0.916769
TaskExecuter4,Accumulating,0.000000,0.916769
TaskExecuter4,Idle,17818.770454,0.916769
TaskExecuter4,Blocked,32519.378469,0.916769
TaskExecuter4,Empty,0.000000,0.916769
TaskExecuter4,Waiting for transporter,0.000000,0.916769
TaskExecuter4,Breakdown,0.000000,0.916769
TaskExecuter4,Down,0.000000,0.916769
TaskExecuter4,Starved,0.000000,0.916769
TaskExecuter4,Repair,0.000000,0.916769
TaskExecuter4,Maintenance,0.000000,0.916769
TaskExecuter4,Lunch,0.000000,0.916769
TaskExecuter4,On break,0.000000,0.916769
TaskExecuter4,Suspend,0.000000,0.916769
TaskExecuter4,Available,0.000000,0.916769
TaskExecuter4,Standby,0.000000,0.916769
TaskExecuter4,Stopped,0.000000,0.916769
TaskExecuter4,Waiting,0.000000,0.916769
TaskExecuter5,Processing,0.000000,0.917841
TaskExecuter5,Busy,0.000000,0.917841
TaskExecuter5,Generating,0.000000,0.917841
TaskExecuter5,Collecting,0.000000,0.917841
TaskExecuter5,Releasing,0.000000,0.917841
TaskExecuter5,Parking,250.000000,0.917841
TaskExecuter5,Conveying,0.000000,0.917841
TaskExecuter5,Travel empty,94946.566610,0.917841
TaskExecuter5,Travel loaded,207743.799118,0.917841
TaskExecuter5,Offset travel empty,0.000000,0.917841
TaskExecuter5,Offset travel loaded,0.000000,0.917841
TaskExecuter5,Loading,126110.000000,0.917841
TaskExecuter5,Unloading,126060.000000,0.917841
TaskExecuter5,Setup,0.000000,0.917841
TaskExecuter5,Utilize,0.000000,0.917841
TaskExecuter5,Full,0.000000,0.917841
TaskExecuter5,Not empty,0.000000,0.917841
TaskExecuter5,Filling,0.000000,0.917841
TaskExecuter5,Mixing,0.000000,0.917841
TaskExecuter5,Flowing,0.000000,0.917841
TaskExecuter5,Allocated idle,0.000000,0.917841
TaskExecuter5,Change over,0.000000,0.917841
TaskExecuter5,Preprocessing,0.000000,0.917841
TaskExecuter5,Postprocessing,0.000000,0.917841
TaskExecuter5,Inspecting,0.000000,0.917841
TaskExecuter5,Operating,0.000000,0.917841
TaskExecuter5,Purging,0.000000,0.917841
TaskExecuter5,Cleaning,0.000000,0.917841
TaskExecuter5,Accelerating,0.000000,0.917841
TaskExecuter5,Maxspeed,0.000000,0.917841
TaskExecuter5,Decelerating,0.000000,0.917841
TaskExecuter5,Accumulating,0.000000,0.917841
TaskExecuter5,Idle,16787.931697,0.917841
TaskExecuter5,Blocked,32901.702575,0.917841
TaskExecuter5,Empty,0.000000,0.917841
TaskExecuter5,Waiting for transporter,0.000000,0.917841
TaskExecuter5,Breakdown,0.000000,0.917841
TaskExecuter5,Down,0.000000,0.917841
TaskExecuter5,Starved,0.000000,0.917841
TaskExecuter5,Repair,0.000000,0.917841
TaskExecuter5,Maintenance,0.000000,0.917841
TaskExecuter5,Lunch,0.000000,0.917841
TaskExecuter5,On break,0.000000,0.917841
TaskExecuter5,Suspend,0.000000,0.917841
TaskExecuter5,Available,0.000000,0.917841
TaskExecuter5,Standby,0.000000,0.917841
TaskExecuter5,Stopped,0.000000,0.917841
TaskExecuter5,Waiting,0.000000,0.917841
