Object,State,Time,Utilization
TaskExecuter1,Processing,0.000000,0.612234
TaskExecuter1,Busy,0.000000,0.612234
TaskExecuter1,Generating,0.000000,0.612234
TaskExecuter1,Collecting,0.000000,0.612234
TaskExecuter1,Releasing,0.000000,0.612234
TaskExecuter1,Conveying,0.000000,0.612234
TaskExecuter1,Travel empty,91300.531527,0.612234
TaskExecuter1,Travel loaded,137338.878868,0.612234
TaskExecuter1,Offset travel empty,0.000000,0.612234
TaskExecuter1,Offset travel loaded,0.000000,0.612234
TaskExecuter1,Loading,70830.000000,0.612234
TaskExecuter1,Unloading,70810.000000,0.612234
TaskExecuter1,Setup,0.000000,0.612234
TaskExecuter1,Utilize,0.000000,0.612234
TaskExecuter1,Full,0.000000,0.612234
TaskExecuter1,Not empty,0.000000,0.612234
TaskExecuter1,Filling,0.000000,0.612234
TaskExecuter1,Mixing,0.000000,0.612234
TaskExecuter1,Flowing,0.000000,0.612234
TaskExecuter1,Allocated idle,0.000000,0.612234
TaskExecuter1,Change over,0.000000,0.612234
TaskExecuter1,Preprocessing,0.000000,0.612234
TaskExecuter1,Postprocessing,0.000000,0.612234
TaskExecuter1,Inspecting,0.000000,0.612234
TaskExecuter1,Operating,0.000000,0.612234
TaskExecuter1,Purging,0.000000,0.612234
TaskExecuter1,Cleaning,0.000000,0.612234
TaskExecuter1,Accelerating,0.000000,0.612234
TaskExecuter1,Maxspeed,0.000000,0.612234
TaskExecuter1,Decelerating,0.000000,0.612234
TaskExecuter1,Accumulating,0.000000,0.612234
TaskExecuter1,Idle,33168.783504,0.612234
TaskExecuter1,Blocked,200941.806100,0.612234
TaskExecuter1,Empty,0.000000,0.612234
TaskExecuter1,Waiting for operator,410.000000,0.612234
TaskExecuter1,Waiting for transporter,0.000000,0.612234
TaskExecuter1,Breakdown,0.000000,0.612234
TaskExecuter1,Down,0.000000,0.612234
TaskExecuter1,Starved,0.000000,0.612234
TaskExecuter1,Repair,0.000000,0.612234
TaskExecuter1,Maintenance,0.000000,0.612234
TaskExecuter1,Lunch,0.000000,0.612234
TaskExecuter1,On break,0.000000,0.612234
TaskExecuter1,Suspend,0.000000,0.612234
TaskExecuter1,Available,0.000000,0.612234
TaskExecuter1,Standby,0.000000,0.612234
TaskExecuter1,Stopped,0.000000,0.612234
TaskExecuter1,Waiting,0.000000,0.612234
TaskExecuter2,Processing,0.000000,0.610163
TaskExecuter2,Busy,0.000000,0.610163
TaskExecuter2,Generating,0.000000,0.610163
TaskExecuter2,Collecting,0.000000,0.610163
TaskExecuter2,Releasing,0.000000,0.610163
TaskExecuter2,Conveying,0.000000,0.610163
TaskExecuter2,Travel empty,92168.039159,0.610163
TaskExecuter2,Travel loaded,135678.652596,0.610163
TaskExecuter2,Offset travel empty,0.000000,0.610163
TaskExecuter2,Offset travel loaded,0.000000,0.610163
TaskExecuter2,Loading,70590.000000,0.610163
TaskExecuter2,Unloading,70590.000000,0.610163
TaskExecuter2,Setup,0.000000,0.610163
TaskExecuter2,Utilize,0.000000,0.610163
TaskExecuter2,Full,0.000000,0.610163
TaskExecuter2,Not empty,0.000000,0.610163
TaskExecuter2,Filling,0.000000,0.610163
TaskExecuter2,Mixing,0.000000,0.610163
TaskExecuter2,Flowing,0.000000,0.610163
TaskExecuter2,Allocated idle,0.000000,0.610163
TaskExecuter2,Change over,0.000000,0.610163
TaskExecuter2,Preprocessing,0.000000,0.610163
TaskExecuter2,Postprocessing,0.000000,0.610163
TaskExecuter2,Inspecting,0.000000,0.610163
TaskExecuter2,Operating,0.000000,0.610163
TaskExecuter2,Purging,0.000000,0.610163
TaskExecuter2,Cleaning,0.000000,0.610163
TaskExecuter2,Accelerating,0.000000,0.610163
TaskExecuter2,Maxspeed,0.000000,0.610163
TaskExecuter2,Decelerating,0.000000,0.610163
TaskExecuter2,Accumulating,0.000000,0.610163
TaskExecuter2,Idle,205229.208501,0.610163
TaskExecuter2,Blocked,30034.099744,0.610163
TaskExecuter2,Empty,0.000000,0.610163
TaskExecuter2,Waiting for operator,510.000000,0.610163
TaskExecuter2,Waiting for transporter,0.000000,0.610163
